filename,report_type,has_sustainability_section
ORBIA_ADVANCE_CORP_SAB_DE_CV_desarrollosustentable2014_ing_fo1m7xr7.pdf,integrated report,True
Groupe_ADP_4-1---managing-report-aeroports-de-paris---financial-year-2020_aolurta1.pdf,integrated report,True
COSCO_SHIPPING_Energy_Transportation_Co_Ltd_quality2022en_itv517g2.pdf,integrated report,True
Parsons_Corp_sustainability-report-wsp-pb-2015_yl7z0qwc.pdf,integrated report,True
Dhanuka_Agritech_Ltd_73636507717_fo62fk1r.pdf,other,False
Interparfums_cpr03_lesechos_16165_1063149_Interparfums_DEU_2021_En_6mnv3k1v.pdf,integrated report,True
Hindustan_Petroleum_Corporation_Limited_HPCL_Sustainability_Report_2017-18_75wuyccf.pdf,sustainability report,True
Unknown_2022AL-IWQMAR_226t8esw.pdf,integrated report,True
Subaru_Corp_csr_report_2016_all_3fij0yjj.pdf,sustainability report,True
Jacobson_Pharma_Corp_Ltd_2021072217400160349860445_en_8izku7ct.pdf,integrated report,True
Chase_Corp_JPMC-2012-AR_phtwlp9o.pdf,annual report,False
Knoll_Inc_WP_FiveTrends_ckq8n3qn.pdf,other,False
Unknown_2007-annual-report_jv0d30ri.pdf,other,False
Unknown_2020-2021-corporate-responsibility-report_91a20q9k.pdf,ERROR: Expecting value: line 1 column 1 (char 0),
Unknown_2020_Integrated_report_def_qo2a7nj4.pdf,integrated report,True
PCCW_Ltd_LTN20180328849_spxfes6s.pdf,integrated report,True
Unknown_20220407-snp-one-report-en_tk1yhzir.pdf,annual report,True
Grasim_Industries_Ltd_Business20Responsibility20and20Sustainability20Report_3yg2omk9.pdf,ERROR: Expecting value: line 1 column 1 (char 0),
Cigna_Corp_cigna-2015-annual-report_oadl8z7i.pdf,annual report,False
Hoshizaki_Corp_en_integrated_report2022_a4_88g98j6g.pdf,integrated report,True
Hindustan_Zinc_Ltd_Sustainability-Review-Report-2021-22_wzbsj9v6.pdf,integrated report,True
Showa_Denko_Materials_Co_Ltd_ar_2018_rz23t2z5.pdf,integrated report,True
PT_Astra_International_TBK_annual_report_astra_2007_g85f316q.pdf,other,True
Charter_Hall_Group_documentdownload_xsiaqehh.pdf,integrated report,True
Goosehead_Insurance_Inc_817cc0cd-08bb-46bf-8f4d-6219e2e99f9c_mrzxazh2.pdf,integrated report,True
KtG_Corp_download_q65qfpqr.pdf,integrated report,True
Unknown_21fulle89-148_ssjx2z5c.pdf,integrated report,True
Unknown_16843_7hq7wx9k.pdf,integrated report,True
Hyundai_Rotem_Company_hmc-2022-sustainability-report-en_6gewcebz.pdf,sustainability report,True
Robert_Walters_PLC_annual-report-2016_py4n5ii4.pdf,annual report,False
Kamigumi_Co_Ltd_kamigumi_sus_e_210511_o1ynbuwz.pdf,sustainability report,True
Kobe_Steel_Ltd_integrated-reports2022_e_ukj8xtv1.pdf,integrated report,True
The_Pebble_Group_Plc_The_Pebble_Group_plc_ESG_Report_2021_jae2lyfo.pdf,sustainability report,True
Unknown_2021-cb-report-final_vt1o08m0.pdf,sustainability report,True
Unknown_6370933866848437508574248_r0lfvzdj.pdf,sustainability report,True
Unknown_22983_430dlr1l.pdf,other,False
Oceana_Group_Ltd_Full_Integrated_Report_2008_3b5ytf1l.pdf,integrated report,True
Novartis_India_Ltd_novartis-integrated-report-2021_w5ixrv4j.pdf,integrated report,True
ePlus_Inc_eplus_2021_annual_report_final_lr_7_27_21_dl305tls.pdf,annual report,False
Ito_En_Ltd_all_745n837s.pdf,integrated report,True
Anadolu_Efes_Biracilik_Ve_Malt_Sanayi_AS_Anadolu_Efes_Surdurulebilirlik_Raporu_EN12112018_vf4vyl06.pdf,sustainability report,True
Toshiba_Corp_na_report_bovkhq1b.pdf,integrated report,True
Unknown_2020042401497_78f0azi2.pdf,integrated report,True
Toyota_Caetano_Portugal_SA_EN-RC-2021-versao-PDF_b31a5koa.pdf,annual report,False
IWG_PLC_2016-full-year-results-report_d47vkpye.pdf,annual report,False
Sberbank_of_Russia_OJSC_sb_social_report_2011_en_299cwogl.pdf,integrated report,True
OPC_Energy_Ltd_OPC-ESG-report-NOV2022_WEB-1_0e5ztl27.pdf,integrated report,True
Outokumpu_OYJ_outokumpu-sustainability-review-2016_44lnuhxw.pdf,integrated report,True
Armstrong_Flooring_Inc_SustainabilityReport-2020_kot54emv.pdf,other,False
Redtape_Limited_Annual-Report-2022-23_vji8ftnn.pdf,integrated report,True
Baytex_Energy_Corp_2016_Corporate20Responsbility20Report_m3by2k4k.pdf,sustainability report,True
Hyundai_Merchant_Marine_Co_Ltd_Environmental_Report_2015E_igps5w00.pdf,sustainability report,True
Unknown_2005-6_Annual_Report_jbhlnigk.pdf,other,False
AWG_PLC_oal-accounts-31-3-2021_01mspido.pdf,annual report,True
DLF_Ltd_Annual-Report-2014-15_9zf74cdo.pdf,other,False
Atco_Ltd_TSX_ACOX_2015_b8tcorqo.pdf,annual report,False
Telefonica_Chile_SA_management-and-sustainability-esg-report-2022_nk1hjgvw.pdf,integrated report,True
Solar_Industries_India_Ltd_solar-sustainability-report-2021_23rfdtxx.pdf,integrated report,True
Tata_Chemicals_Ltd_tata-chemicals-sustainability-report-2015-16_vir6bou6.pdf,sustainability report,True
Unknown_20220830080947135_5rkikwvd.pdf,other,True
Yuken_India_2-Annual-Report-Yuken-India-Limited-2021-22_4odw9sah.pdf,other,True
TopBuild_Corp_TopBuild_2022_ESG_Report_FINAL_8j6gkc3p.pdf,sustainability report,True
PT_Charoen_Pokphand_Indonesia_TBK_Annual-Report-CPIN-2016_2bi11c7f.pdf,annual report,False
Strabag_AG_STRABAG_Sustainability_Report_2010_91pkl4r4.pdf,sustainability report,True
Graham_Corp_38581_GrahamCorp_2022_SASBFactsheet_FINAL_x0eyet28.pdf,integrated report,True
JetBlue_Airways_Corp_NASDAQ_JBLU_2013_mxc8uoy2.pdf,annual report,False
Unknown_29802_jjm2n7y5.pdf,integrated report,True
Nestle_India_Ltd_nestle-csv-full-report-2013-en_q2z4l8rt.pdf,integrated report,True
Membership_Collective_Group_Inc_0c3dc806-324a-4af4-a56b-cfb1880ab5c9_p213mqi5.pdf,other,False
Centamin_PLC_LSE_CEY_2011_lefn5jjk.pdf,annual report,False
Prudential_PLC_ar1998_als9po0t.pdf,annual report,False
Hengyi_Petrochemical_Co_Ltd_1210198337_o6z8jvzy.pdf,sustainability report,True
Unknown_48549-12Su-12622740U425046495F-Gl_u564q23r.pdf,sustainability report,True
Unknown_22599_zq4u6rto.pdf,annual report,False
Apollo_Hospitals_Enterprise_Ltd_businress-responbility-report-2018_h2lagvtz.pdf,other,False
Unknown_2004e_xtectedg.pdf,sustainability report,True
Rich_Goldman_Holdings_Ltd_e0070_201024_AR_ylf4twl8.pdf,annual report,True
Unknown_2022-esg-report-update_grll1p8t.pdf,sustainability report,True
Almarai_Co_AM-AnnualReport-2012-English-Lo-Res_j0kyp03z.pdf,annual report,False
Unknown_26236_4tew34z5.pdf,annual report,True
Unknown_2014-integrated-annual-report_fk4yhuq7.pdf,integrated report,True
Stagecoach_Group_PLC_csr-strategy_bgnv0jy5.pdf,sustainability report,True
Rautaruukki_OYJ_8D4F90062F7943D6A50C162CEB8AC495_p5tqkinc.pdf,annual report,True
Leonardo_SPA_body_Annual_financial_report_2014_completo_per_assemblea_rma177ab.pdf,integrated report,True
Unknown_20210706_Alstom_Universal_Registration_Document__EN_0cty885g.pdf,integrated report,True
Tianma_Microelectronics_Co_Ltd_caef0ba4-3439-4089-89b6-7ab33b249b3c_xyku58in.pdf,integrated report,True
Somfy_SA_2019annual_financial_report_hhukjl3l.pdf,annual report,False
Jabil_Inc_jabil-corporate-social-and-environmental-responsibility-report-2014_onl1sqy0.pdf,integrated report,True
CDW_Holdings_Ltd_2022-cdw-esg-report-final_u3zkt6td.pdf,integrated report,True
AAK_AB_aak-sustainability-report-2012-2013_8y6o3xp0.pdf,sustainability report,True
Pieridae_Energy_Ltd_Pieridae20Energy20202120ESG20Report_pq05yp46.pdf,sustainability report,True
Saab_AB_sustainability-report-2014_xy7gmwjw.pdf,sustainability report,True
Lithium_Americas_Corp_LAC-2021-ESGS-Report_a40dx7cf.pdf,sustainability report,True
Harley-Davidson_Inc_5fa6bc0f-5eac-4286-9d02-11214f894cd6_zzqx0eye.pdf,sustainability report,True
Hess_Corp_hess_csr2012_f05_3sn2gxko.pdf,sustainability report,True
Derwent_London_PLC_190415-Derwent-London-Report-Accounts-2018-web_190812_091146_51jwiist.pdf,other,True
Ontex_Group_NV_sustainability_report_2015_c8y6o3xp.pdf,sustainability report,True
IDFC_Ltd_IDFC-CSR-FN_lrkuvq7s.pdf,integrated report,True
Luxottica_Group_SPA_Milano_2006_12_31_luxottica_annual_report_eng_7noqm8ix.pdf,annual report,False
Nexstar_Media_Group_Inc_NXST-2021-Annual-Report-Bookmarked_jpvfd20s.pdf,other,True
Unknown_793553_First_REIT_Annual_Report_2023_zleg751f.pdf,other,False
ReWorld_Media_SA_220701_Reworld_Media_RFA2021_eng_8yf7lhd9.pdf,integrated report,True
Unknown_2019SustainabilityReportEN_all_230w2upi.pdf,sustainability report,True
CGN_Power_Co_Ltd_CGN20Power20Co20CSR20Report2012803c_8tt8upkm.pdf,sustainability report,True
TC_Energy_Corp_tce-2022-ros_t1bvzdjt.pdf,sustainability report,True
Mediclinic_International_PLC_2fdb982b-b85b-4f1e-b43b-6bfefc09a812_n89mab69.pdf,integrated report,True
Unknown_130657-20Su-37890530N2630517381A-US_gvw5295m.pdf,sustainability report,True
Qaf_Ltd_a2013_tugfyix7.pdf,annual report,True
Unknown_51719-12Co-12412560A3121758840E-Gl_1j0j409z.pdf,sustainability report,True
Humana_Inc_documents_i590cxp4.pdf,integrated report,True
Taylor_Wimpey_PLC_2006annualreport_swbf7jye.pdf,annual report,False
HENSOLDT_AG_HENSOLDT-Annual-Report-ESG-2021-English_qt56h2la.pdf,integrated report,True
Hilton_Grand_Vacations_Inc_2021-ESG-Report-Updated_wbf7jyea.pdf,integrated report,True
PT_Mega_Perintis_Tbk_SR20MP20202120-20312052022_tdhfdqfz.pdf,integrated report,True
Unknown_2021_CSR_Report_xl6opuby.pdf,integrated report,True
Kelly_Services_Inc_corporate-social-responsibility-report_96ydn9he.pdf,sustainability report,True
Axis_Bank_Ltd_Axis-Bank_SR_4nllsl2q.pdf,integrated report,True
Unknown_39634b6e26934cf4ace5f74b49e86342_fabyfotr.pdf,integrated report,True
PT_Pembangunan_Jaya_Ancol_TBK_Pembangunan-Jaya-Ancol-Annual-Report-2015-Company-Profile-Indonesia-In_cnn0lsvn.pdf,annual report,True
Oracle_Financial_Services_Software_Ltd_social-impact-report-2022_3cvxu4np.pdf,sustainability report,True
Keurig_Dr_Pepper_Inc_DPS_SustainabilityReport_2015_utdhfdqf.pdf,sustainability report,True
Unknown_2022013100732_2v1f2yj5.pdf,integrated report,True
Barrick_Gold_Corp_TSX_ABX_2014_odr8mi7i.pdf,sustainability report,True
China_Suntien_Green_Energy_Corp_2023042400295_pygkrc00.pdf,integrated report,True
Fraser__Neave_Ltd_FN-Sustainability-2018_n8luhwcr.pdf,integrated report,True
Unknown_59722-202223-Annual-Report_ja7whdpv.pdf,integrated report,True
Ping_An_Bank_Co_Ltd_Ping-An-2020-Sustainability-Report_necv28gl.pdf,integrated report,True
Unknown_2017_Corporate_Social_Responsibility_Report20_9xmw7z2l.pdf,integrated report,True
Unknown_81081512_amNsb3VkczovLzAzLzBiLzgwLzY3L2ZmLzYxOTYtNGMxNC1iMWNiLTgwN2U0MzFlOWQ0ZQ_u7cqcr5p.pdf,annual report,True
Assa_Abloy_AB_OTC_ASAZY_2014_kicwu5y4.pdf,annual report,True
Unknown_2020_all_a4_6ngm5u0p.pdf,integrated report,True
Kokuyo_Co_Ltd_Annual-Report-FY-2022-231_c2qx14y3.pdf,integrated report,True
Aurobindo_Pharma_Ltd_aurobindo-ar-2016-17_4jtr5th1.pdf,annual report,False
Allianz_Technology_Trust_PLC_allianz_sustainability_report_2014_j1h5x3an.pdf,sustainability report,True
South_Ocean_Holdings_Ltd_SOCEAN_ar_dec19_lbfw4ew8.pdf,integrated report,True
Santos_Ltd_Sustainability-Report-2022-1_3s19k792.pdf,integrated report,True
Unknown_2022-esg-report_ofuikwie.pdf,integrated report,True
Informa_Plc_informa_ar14_complete_6dkqz1em.pdf,annual report,False
Mycronic_AB_201804042899-1_gkrc0033.pdf,integrated report,True
Unknown_20220824131301_9651_ps1c4ya4.pdf,sustainability report,True
All_for_One_Group_SE_sustainability_report_2020_21_all_for_one_group_0e1erpz2.pdf,integrated report,True
LONZA_GROUP_AG_LONZA_20053_mxpxit1e.pdf,integrated report,True
Daiichi_Sankyo_Company_Ltd_Sustainability-Report-2022_2023_9x2n90ql.pdf,integrated report,True
Freenet_AG_20180322-annual-report-2017-of-freenet-ag_0grsz5ui.pdf,annual report,True
Reliance_Power_Ltd_Abridged_AR_2018-19_m2i7fah7.pdf,annual report,False
Eutelsat_Communications_SA_URD_Eutelsat_2021_UK_vbrum3px.pdf,integrated report,True
Unknown_201120Annual20Reportpdfdownloadasset_im1lupqn.pdf,annual report,True
Tam_Jai_International_Co_Ltd_2022083101184_go5rbp4a.pdf,other,True
Intel_Corp_Intel20200120CSR20Report_9wttrbqn.pdf,sustainability report,True
CF_Industries_Holdings_Inc_cfi_2014_sr_ogdworyw.pdf,sustainability report,True
Solaris_Oilfield_Infrastructure_Inc_SOI_2020_Sustainability_Report_nvbiqvtt.pdf,sustainability report,True
AVI_Ltd_AVI-Group_Annual-Report_upload-version_m63ts6fu.pdf,integrated report,True
Netcompany_AS_UN-Global-Compact-Communication-on-Progress_ffwhrao7.pdf,integrated report,True
Info_Edge_India_Ltd_Annual-Report-2016-2017_tsrb9nkn.pdf,integrated report,True
Unknown_20F2021_qn8e58hx.pdf,annual report,False
Adani_Green_Energy_Limited_AR-2018-19_7hq7wx9k.pdf,integrated report,True
General_Mills_Inc_General-Mills-2021-CDP-Climate-Change_pqmpp3de.pdf,sustainability report,True
Tokai_Corp_2021_08_xnt46eg1.pdf,integrated report,True
GL_Ltd_2014-sustainability-report_t3e1ocv7.pdf,sustainability report,True
Rea_Holdings_PLC_SustainabilityReport_izrcdnaj.pdf,sustainability report,True
Nichols_PLC_2020-Nichols-plc-AR_wulbuhbx.pdf,ERROR: Expecting value: line 1 column 1 (char 0),
Unknown_969404a9675cc5a7bf3e0e5b98a0d5cfdb288cca_3kdcttlv.pdf,sustainability report,True
Unknown_2022-ESG-Report_10-13-22_Final_upkwn253.pdf,integrated report,True
Mainfreight_Ltd_Mainfreight-Annual-Report-2018_m71fopd1.pdf,annual report,False
RBL_Bank_Ltd_sustainability-report-2019-20_15upt0u5.pdf,integrated report,True
Dairy_Farm_International_Holdings_Ltd_ar2021_1tpx10q2.pdf,annual report,True
Fomo_Corp_MSI_Report_16-131_mocylkot.pdf,other,False
Unknown_2022-Stewardship-Report-to-Stakeholders_cd6nimn5.pdf,integrated report,True
Edison_Mission_Energy_2014-sce-corporate-responsibility-report_j27jgmh6.pdf,sustainability report,True
Sobeys_Inc_Sobeys-Inc-Fish-and-Seafood-Sustainability-NOV2020-EN_FINAL_i8qc5o4a.pdf,sustainability report,True
International_Public_Partnerships_Ltd_0672B_-2013-3-27_upqndajc.pdf,annual report,False
Hanmi_Pharm_Co_Ltd_Hanmi_2022-2023_ESG_Report_en_zzqx0eye.pdf,sustainability report,True
Unknown_1216245224_wuow755m.pdf,annual report,False
Brookfield_Asset_Management_Ltd_bam_esg_report_2021_final_2_k054r4g5.pdf,integrated report,True
Unknown_2015-AGO-Annual-Report-Final_7506locq.pdf,other,False
Bed_Bath__Beyond_Inc_NASDAQ_BBBY_2018_emgyzdlv.pdf,sustainability report,True
Auto_Trader_SA_at-ar22_1gl1sbq2.pdf,integrated report,True
Sinopec_Oilfield_Equipment_Corp_2023032506_6jk5dci7.pdf,sustainability report,True
Thales_Thales_CRAR_2010_Accessible_makaexgz.pdf,sustainability report,True
Unknown_4569r88sp7km8t_fzip97kq.pdf,annual report,False
Kubota_Corp_report2011_kikwvdcy.pdf,sustainability report,True
FNB_Corp_sustainabilitysummary2006_o4k49ray.pdf,integrated report,True
Maruti_Suzuki_India_Ltd_MSIL_Annual_Integrated_Report_2020-21_HR_8e58hxhm.pdf,integrated report,True
Equifax_Inc_2020-security-annual-report_l3ixx9hy.pdf,other,False
Unknown_2017_State_of_the_Great_Lakes_Report_Michigan_OGL_609330_7_890ws3j4.pdf,sustainability report,True
Remy_Cointreau_SA_Registration-Document-2016_17_pdusq9s3.pdf,integrated report,True
Airtel_Africa_Plc_Sustainability-Report-2022_aov7jmad.pdf,sustainability report,True
Access_Co_Ltd_Sustainability_Report_2022_4phm0wik.pdf,integrated report,True
Unknown_A2FReviewReport2010_3vacbtba.pdf,sustainability report,True
Halo_Food_Co_Limited_HALO_2021_CSR_ESG_Report_9im4023r.pdf,integrated report,True
Unknown_2012_zl26z8vu.pdf,other,False
Centrica_PLC_LSE_CNA_1997_bnzzzb9x.pdf,annual report,False
Unknown_ABN_AMRO_____Integrated_Report_2020_n0epe45t.pdf,integrated report,True
Unknown_202120Bourbon20sustainability20report_light_3yfn7kpn.pdf,integrated report,True
Unitedhealth_Group_Inc_UNH-Q4-2016-Form-10-K_ziazuogj.pdf,annual report,False
Albany_International_Corp_Relatorio_GRI_Albany_Ingles_15_12_14_o8r3r1w7.pdf,sustainability report,True
Unknown_ZQ116VF-web_7r58ksqc.pdf,other,False
Nisshinbo_Holdings_Inc_2020_en_k6u7bn24.pdf,integrated report,True
Unknown_about-us-sustainability-report-and-policy-sustainability-report-2015-en_l4r0j0ra.pdf,sustainability report,True
Hilton_Grand_Vacations_Inc_Hilton-2020-CDP-Water-Security-Questionnaire_6gedyzkp.pdf,integrated report,True
H_D_F_C_Bank_Ltd_brsr-21-22_0_rg9qens0.pdf,sustainability report,True
Royal_Holdings_Co_Ltd_RCG-ESG-Report-2021_05_3kgvji8f.pdf,integrated report,True
Unknown_2023_Sustainability_Report_2022_compressed_v0euankd.pdf,sustainability report,True
Omron_Corp_OTC_OMRNY_2011_5scyt038.pdf,annual report,False
Burberry_Group_plc_Burberry_2020-21_Annual_Report_5knjlwn4.pdf,integrated report,True
Unknown_2021-anual-integrado-En_mxf31c2q.pdf,integrated report,True
Samyang_Corp_samyangcorp_eng_2022_co1hoygd.pdf,integrated report,True
Unknown_2021_Target_Corporate-Responsibility-Report_z0za8brg.pdf,ERROR: Expecting value: line 1 column 1 (char 0),
Sonata_Software_Ltd_brsr_95kodr8m.pdf,integrated report,True
Unknown_2022042500873_tqqf5fce.pdf,sustainability report,True
Nissin_Food_Hldgs_Co_Ltd_sustainability_report2021_ujgtnbsl.pdf,sustainability report,True
Energean_plc_P1189208-00_ttlvko8r.pdf,other,False
Showa_Denko_Kk_report2020_4vu1ljij.pdf,sustainability report,True
Truworths_International_Ltd_TRUWTHS_ar_07_part202_mu4bdoqt.pdf,annual report,False
Unknown_202220Samsung20Electronics20Nordic20AB20Sustainability20Report20English_qcwgupbc.pdf,sustainability report,True
First_Solar_Inc_FirstSolar_SustainabilityReport_Web_2018_pvx2e3by.pdf,sustainability report,True
Unknown_1996-Annual-Report_smz0trf7.pdf,annual report,False
Graham_Packaging_Company_0_pu59a7dw.pdf,integrated report,True
Iseki__Co_Ltd_iseki_report2020_djwmhioj.pdf,integrated report,True
Ross_Stores_Inc_ROS-010_Ross-2020-Corporate-Social-Responsibility-Report_Programmed-Interactive-PDF_05nexes1.pdf,sustainability report,True
Unknown_600346_20220702_2_2ruAIAKj_96dcvpli.pdf,sustainability report,True
Ambu_AS_DWSDownload_pl8x8b58.pdf,annual report,True
Avis_Budget_Group_Inc_2018-Global-Environmental-Report_tzybmxst.pdf,sustainability report,True
Unknown_9d71a566-217d-4dc7-94e7-4949e13dd07e_veg85f31.pdf,annual report,False
Chipotle_Mexican_Grill_Inc_2014AnnualReport_Color_qcw3v3jf.pdf,other,False
Kepco_Plant_Service__Engineering_Co_Ltd_e2017_xp8v2jfy.pdf,integrated report,True
Forterra_Inc_Forterra_Annual_Report_-_Accounts_2016_20k9ms4u.pdf,annual report,False
Unknown_2021-amn-healthcare-esg-report_0716n8dd.pdf,integrated report,True
Daiwa_Securities_Group_Inc_08_report_all_e_vxpeu9ce.pdf,sustainability report,True
Green_Hygienics_Holdings_Inc_Green-Hygienics-Holdings_0vfu3rjq.pdf,integrated report,True
Pidilite_Industries_Ltd_Annual-Report-2016-17_siq8kzz3.pdf,annual report,False
LUNDIN_GOLD_INC_2018_sustainability_report_lug-eng_m3oi2q0z.pdf,sustainability report,True
Unknown_5BE1848EE185AEE18480E185A1E1848CE185A1E18485E185AD5DSeoul20Environment20Policy20-20English_gdbpwcf3.pdf,sustainability report,True
Unilever_PLC_hul-annual-report-2017-18_my6vl18p.pdf,integrated report,True
Oracle_Corp_oracle-corp-citizenship-report-3941904_uykn1wls.pdf,sustainability report,True
ASGN_Inc_ASGN-ESG-Executive-Summary-2020_nl6fo0av.pdf,sustainability report,True
Duke_Realty_Corp_145c7001-fba3-41b1-a982-440ad0f9df8a_dl305tls.pdf,sustainability report,True
Unknown_10e-all_6q42ce36.pdf,integrated report,True
Unknown_2022-Annual20Stewardship20Report_sqy0n7rj.pdf,integrated report,True
Pigeon_Corp_ar2016_gqoehjos.pdf,integrated report,True
Unknown_508_COMENG0172021ImpactReportTAG_pyu7kjl8.pdf,other,False
Life_Corp_gri-report_ainwgfst.pdf,sustainability report,True
Phoenix_Group_Holdings_csr-report-2018_2uyqtuyk.pdf,sustainability report,True
Senior_PLC_LSE_SNR_2012_wmlt7qo4.pdf,annual report,False
Omni_Bridgeway_Ltd_12-b-annual-report-to-shareholders_tooym9tp.pdf,annual report,False
Sprouts_Farmers_Market_Inc_2020-ESG-report-Sprouts-Farmers-Market_18v25zk3.pdf,sustainability report,True
Unknown_1-Health-Job-Opportunity-Program_m3mqngsp.pdf,other,False
Unknown_121857-19In-34363674F4268406996P-Gl_93hoj4g2.pdf,integrated report,True
Canadian_Tire_Corp_Ltd_Raport-6975_CTC_SDR_PDF_English_v8_krvr1cwy.pdf,sustainability report,True
Pulmuone_Holdings_Co_Ltd_down_qo18gmsw.pdf,integrated report,True
Norsk_Hydro_ASA_hydro-asa_2009_3n19pb11.pdf,integrated report,True
Sotera_Health_Co_a662cf56-d519-4e37-8870-da71dadcb667_bf7jyea7.pdf,integrated report,True
Unknown_2022_NuVasive_ESG_Report_316qh1nd.pdf,sustainability report,True
Bollore_SE_publication_344_en_5159im40.pdf,ERROR: Expecting value: line 1 column 1 (char 0),
Tesmec_SPA_202004-td_world_april_issue_3jfos0zf.pdf,other,False
LG_Display_Co_Ltd_downloadTest_zbms8iaw.pdf,sustainability report,True
AKSA_A40C80A20FF2492CAC2C9CD3A2967D88_u2o5uhav.pdf,integrated report,True
Tecnicas_Reunidas_SA_TR_Informe_Integrado_2019_EN_n6zf1tml.pdf,integrated report,True
Toyota_Boshoku_Corp_TBreport_2008-1_u2ux8fgx.pdf,integrated report,True
OYAK_Cimento_Fabrikalari_Anonim_Sirketi_166799823919590305561667998283630611_sa4mfecm.pdf,integrated report,True
Kao_Corp_pdf_reports_01_02_01_001_ja5d9x1h.pdf,sustainability report,True
Bank_Of_Ireland_Group_Plc_boi-responsibility-report-2018_kebfsaxj.pdf,integrated report,True
Unknown_41913-MGIRON_Sustainability-Report_2021_WEB-singles_ojs9mnr0.pdf,sustainability report,True
Clariant_Chemicals_integrated_report_clariant_ar2018_1afj0kyp.pdf,integrated report,True
Berry_Global_Group_Inc_csr-2016-final_qc308qeo.pdf,sustainability report,True
James_Halstead_PLC_Sustainability-Report-2021-Brochure-DPS_p6eemwns.pdf,sustainability report,True
Orkla_ASA_ork07-sus-no_gnl84v9u.pdf,sustainability report,True
Danone_SA_Danone-Integrated-Report-Summary-2016_sgm8tc1v.pdf,integrated report,True
Accell_Group_NV_Heerenveen_AnualReport2014_dfllq4qw.pdf,annual report,True
Royal_Canadian_Mint_rcm_eng_ar_2019_access_finalv2_w1ze5w06.pdf,integrated report,True
Unknown_2020_7udlttjs.pdf,integrated report,True
Marico_Ltd_annual-report-fy-2020-21_oxd2yx0i.pdf,integrated report,True
Hyosung_Corp_SR_2020_en_8g98j6gk.pdf,other,False
Cadence_Bank_2022_ESG_Report_wz968nkm.pdf,integrated report,True
PT_Mandom_Indonesia_TBK_AR_TCID_2021_0ydr0dcx.pdf,integrated report,True
Target_Corp_hess-2018-sustainability-report_c2qx14y3.pdf,sustainability report,True
Quebecor_Inc_aa724afd-29df-b2ab-6ce0-5ca2b2febdc2_caf7hzku.pdf,annual report,False
Unknown_05032010_lafarge_sustainability_report_2009-en_iib76u8q.pdf,integrated report,True
APA_Corp_US_APA-SustainabilityReport-2022_puby5ax5.pdf,integrated report,True
HDFC_Life_Insurance_Company_Ltd_Annual-Report-2019-20_dksnnyur.pdf,annual report,False
Unknown_42_IPA_AGM_2013_Report_Book_u7r9xbz4.pdf,annual report,False
Harley-Davidson_Inc_44786834-62f7-4213-8f38-4bb5758fbf6f_5uhavaao.pdf,sustainability report,True
Suncor_Energy_Inc_2019-report-on-sustainability-en_sitqqf5f.pdf,integrated report,True
Toyo_Construction_Co_Ltd_CR2021E_allpage_k3jq5zqk.pdf,integrated report,True
LONZA_GROUP_AG_72CD818B73224F62A9889FB365DF1F4C_d9iw4smu.pdf,integrated report,True
Bausch__Lomb_Corporation__d8sprukw.pdf,sustainability report,True
Sartorius_AG_non-financial-declaration-sartorius-ag-data_azoiqa7f.pdf,sustainability report,True
Audi_AG_audi-report-2020_desktop_ybomgp6w.pdf,integrated report,True
Grasim_Industries_Ltd_grasim-sustainability-report-2018-19_f9vl6a9c.pdf,integrated report,True
Unknown_113368-SN-2021-Corporate-Responsibility-Sustainability-Report_FINAL31521_v3_r5tzqn72.pdf,integrated report,True
Hansol_Paper_Co_Ltd_2022_HansolGroup_SR_Eng_6r4bnjf4.pdf,integrated report,True
Stelrad_Group_PLC_Stelrad-Group-plc-Annual-Report-2021_nkweyai6.pdf,integrated report,True
Evonik_Industries_AG_Evonik_Sustainability20Report_197futee.pdf,sustainability report,True
Unknown_9acb05c9-95ed-3d91-72a7-ee70892e219c_mxzeupgu.pdf,sustainability report,True
Accor_SA_ACCO_RI_2021_MEL_EN_300322_s947rba2.pdf,integrated report,True
Derichebourg_dam_g9qens0o.pdf,integrated report,True
Lassonde_Industries_Inc_Lassonde_SD_2017_ENG_juloija5.pdf,sustainability report,True
Teekay_Tankers_Ltd_Teekay-Corporation-2018-Sustainability-Report_9qens0ou.pdf,sustainability report,True
Canara_Bank_cb_ar-2016-17-low-res-version_3ntyc1bn.pdf,annual report,False
NITTO_DENKO_CORPORATION_2019_all_4dncoejo.pdf,integrated report,True
Osaka_Gas_Co_Ltd_csr2002_all_p1qm6f53.pdf,sustainability report,True
Aryzta_AG_our-responsibility-2014_r7vt30rw.pdf,sustainability report,True
Andersons_Inc_The_2020sustainabilityreview_2z52uyqt.pdf,sustainability report,True
Motorola_Solutions_Inc_2021_Corporate_Responsibility_Report_r5jr0c3n.pdf,sustainability report,True
Jubilant_Industries_Ltd_csr-report-2013-14_td47vkpy.pdf,sustainability report,True
Unknown_202249392927_u6kugyro.pdf,integrated report,True
Unknown_201320Annual20Reportpdfdownloadasset_60msopo9.pdf,integrated report,True
Fresenius_Medical_Care_AG_Co_KGAA_Fresenius_Annual_Report_2022_3_a1xki8ka.pdf,annual report,False
NSL_Ltd_NSL_Annual_Report_2019_16n8dddo.pdf,other,True
Ameriprise_Financial_Inc_2021-responsible-business-report-ameriprise_8ohjtudw.pdf,integrated report,True
Elementis_PLC_Elementis_Annual_Report_2013_80pldxxz.pdf,annual report,False
